,airline,airline_id,source,source_id,dest,dest_id,codeshare,stops,equipment
5273,AA,24.0,DFW,3670.0,MSY,3861.0,,0,M83 M80
5274,AA,24.0,DFW,3670.0,MTY,1825.0,,0,M80 M83
5275,AA,24.0,DFW,3670.0,MZT,1826.0,Y,0,ERD ER4
5276,AA,24.0,DFW,3670.0,NAS,1953.0,,0,738
5277,AA,24.0,DFW,3670.0,NRT,2279.0,,0,777
5278,AA,24.0,DFW,3670.0,OGG,3456.0,,0,763
5279,AA,24.0,DFW,3670.0,OKC,3863.0,,0,M80 M83
5280,AA,24.0,DFW,3670.0,OMA,3454.0,,0,M83 M80
5281,AA,24.0,DFW,3670.0,ONT,3734.0,,0,M83 M80
5282,AA,24.0,DFW,3670.0,ORD,3830.0,,0,M80 M83
5283,AA,24.0,DFW,3670.0,ORF,3611.0,,0,M80 M83
5284,AA,24.0,DFW,3670.0,PBC,1831.0,Y,0,ERD
5285,AA,24.0,DFW,3670.0,PBI,3722.0,,0,738
5286,AA,24.0,DFW,3670.0,PDX,3720.0,,0,M83
5287,AA,24.0,DFW,3670.0,PHL,3752.0,,0,738 320 319 M83 M80 E90 757
5288,AA,24.0,DFW,3670.0,PHX,3462.0,,0,321 738 M80 319 M83 320
5289,AA,24.0,DFW,3670.0,PIA,4046.0,Y,0,ER4
5290,AA,24.0,DFW,3670.0,PIT,3570.0,,0,M80
5291,AA,24.0,DFW,3670.0,PLS,1754.0,,0,738
5292,AA,24.0,DFW,3670.0,PNS,3564.0,,0,M83 M80
5293,AA,24.0,DFW,3670.0,PSP,3839.0,,0,M80 M83
5294,AA,24.0,DFW,3670.0,PTY,1871.0,,0,738
5295,AA,24.0,DFW,3670.0,PVR,1836.0,,0,M80 M83
5296,AA,24.0,DFW,3670.0,QRO,1838.0,Y,0,ERD
5297,AA,24.0,DFW,3670.0,RAP,4087.0,Y,0,ER4 CRJ
5298,AA,24.0,DFW,3670.0,RDU,3626.0,,0,M80 M83 738
5299,AA,24.0,DFW,3670.0,RIC,3608.0,,0,M80 M83
5300,AA,24.0,DFW,3670.0,RNO,3807.0,,0,M83 738
5301,AA,24.0,DFW,3670.0,ROW,3736.0,Y,0,ERD
5302,AA,24.0,DFW,3670.0,RSW,3793.0,,0,738
5303,AA,24.0,DFW,3670.0,RTB,1774.0,,0,738
5304,AA,24.0,DFW,3670.0,SAF,3784.0,Y,0,ER4 ERD
5305,AA,24.0,DFW,3670.0,SAL,1892.0,,0,738
5306,AA,24.0,DFW,3670.0,SAN,3731.0,,0,738 M80 M83 757
5307,AA,24.0,DFW,3670.0,SAT,3621.0,,0,M83 M80
5308,AA,24.0,DFW,3670.0,SAV,3613.0,Y,0,ER4
5309,AA,24.0,DFW,3670.0,SCL,2650.0,,0,763
5310,AA,24.0,DFW,3670.0,SDF,4014.0,,0,M80 M83 319
5311,AA,24.0,DFW,3670.0,SEA,3577.0,,0,738 757
5312,AA,24.0,DFW,3670.0,SFO,3469.0,,0,738 757 763
5313,AA,24.0,DFW,3670.0,SGF,4348.0,Y,0,ERD ER4
5314,AA,24.0,DFW,3670.0,SHV,3609.0,Y,0,CRJ ERD ER4
5315,AA,24.0,DFW,3670.0,SJC,3748.0,,0,M83
5316,AA,24.0,DFW,3670.0,SJD,1840.0,,0,M80 M83
5317,AA,24.0,DFW,3670.0,SJO,1885.0,,0,757
5318,AA,24.0,DFW,3670.0,SJT,3708.0,Y,0,ER4 CRJ ERD
5319,AA,24.0,DFW,3670.0,SJU,2890.0,,0,757
5320,AA,24.0,DFW,3670.0,SLC,3536.0,,0,M83 M80
5321,AA,24.0,DFW,3670.0,SLP,1842.0,Y,0,ERD
5322,AA,24.0,DFW,3670.0,SMF,3817.0,,0,M83
5323,AA,24.0,DFW,3670.0,SNA,3867.0,,0,738
5324,AA,24.0,DFW,3670.0,SPI,4336.0,Y,0,ERD ER4
5325,AA,24.0,DFW,3670.0,SPS,3680.0,Y,0,ER4 CRJ ERD
5326,AA,24.0,DFW,3670.0,STL,3678.0,,0,M80 M83 738
5327,AA,24.0,DFW,3670.0,TLH,3698.0,Y,0,ER4 ERD
5328,AA,24.0,DFW,3670.0,TPA,3646.0,,0,738 M83 M80
5329,AA,24.0,DFW,3670.0,TRC,1845.0,Y,0,ER4
5330,AA,24.0,DFW,3670.0,TUL,3855.0,,0,M83 757 M80 738
5331,AA,24.0,DFW,3670.0,TUS,3636.0,,0,M80 M83
5332,AA,24.0,DFW,3670.0,TXK,3770.0,Y,0,ERD ER4
5333,AA,24.0,DFW,3670.0,TYR,3848.0,Y,0,ERD ER4 CRJ
5334,AA,24.0,DFW,3670.0,TYS,3676.0,Y,0,ERD ER4 CRJ
5335,AA,24.0,DFW,3670.0,VPS,3873.0,Y,0,ER4 CRJ ERD
5336,AA,24.0,DFW,3670.0,XNA,4356.0,,0,M80
5337,AA,24.0,DFW,3670.0,YEG,49.0,,0,319
5338,AA,24.0,DFW,3670.0,YUL,146.0,,0,738
5339,AA,24.0,DFW,3670.0,YVR,156.0,,0,738
5340,AA,24.0,DFW,3670.0,YYC,178.0,,0,M80 M83 738
5341,AA,24.0,DFW,3670.0,YYZ,193.0,,0,319
5342,AA,24.0,DFW,3670.0,ZCL,1855.0,Y,0,ERD
5361,AA,24.0,DTW,3645.0,CLT,3876.0,,0,319 321
5362,AA,24.0,DTW,3645.0,DCA,3520.0,Y,0,E70 CRJ E75
5363,AA,24.0,DTW,3645.0,DFW,3670.0,,0,M83 M80 738
5364,AA,24.0,DTW,3645.0,LGA,3697.0,Y,0,CR7
5365,AA,24.0,DTW,3645.0,MIA,3576.0,,0,738
5366,AA,24.0,DTW,3645.0,ORD,3830.0,Y,0,E75 ERD ER4 CR7
5367,AA,24.0,DTW,3645.0,PHL,3752.0,,0,320 E90 319
5368,AA,24.0,DTW,3645.0,PHX,3462.0,,0,319 321
5369,AA,24.0,DTW,3645.0,YUL,146.0,Y,0,330
5427,AA,24.0,FLL,3533.0,CLT,3876.0,,0,319 321 320 737
5428,AA,24.0,FLL,3533.0,DCA,3520.0,,0,319
5429,AA,24.0,FLL,3533.0,DFW,3670.0,,0,738
5430,AA,24.0,FLL,3533.0,ORD,3830.0,,0,738
5431,AA,24.0,FLL,3533.0,PAP,1897.0,,0,738
5432,AA,24.0,FLL,3533.0,PHL,3752.0,,0,320 319 737
5433,AA,24.0,FLL,3533.0,PHX,3462.0,,0,320 319
5549,AA,24.0,IAH,3550.0,CLT,3876.0,,0,321 737 319 320
5550,AA,24.0,IAH,3550.0,DFW,3670.0,,0,M80 M83
5551,AA,24.0,IAH,3550.0,DOH,11051.0,,0,777
5552,AA,24.0,IAH,3550.0,LAX,3484.0,Y,0,CR7
5553,AA,24.0,IAH,3550.0,LHR,507.0,Y,0,744 777
5554,AA,24.0,IAH,3550.0,MIA,3576.0,,0,738
5555,AA,24.0,IAH,3550.0,ORD,3830.0,Y,0,CR7
5556,AA,24.0,IAH,3550.0,PHL,3752.0,,0,E90
5557,AA,24.0,IAH,3550.0,PHX,3462.0,,0,319 320
5767,AA,24.0,LGA,3697.0,BNA,3690.0,Y,0,CR7
5768,AA,24.0,LGA,3697.0,BOS,3448.0,,0,319 E90
5769,AA,24.0,LGA,3697.0,CHO,4015.0,Y,0,ERD
5770,AA,24.0,LGA,3697.0,CLT,3876.0,,0,321 319 320
5771,AA,24.0,LGA,3697.0,CMH,3759.0,Y,0,CR7 ERD
5772,AA,24.0,LGA,3697.0,DAY,3627.0,Y,0,ERD
5773,AA,24.0,LGA,3697.0,DCA,3520.0,,0,319 E90
5774,AA,24.0,LGA,3697.0,DFW,3670.0,,0,738
5775,AA,24.0,LGA,3697.0,DTW,3645.0,Y,0,CR7
5776,AA,24.0,LGA,3697.0,GSO,4008.0,Y,0,ERD
5777,AA,24.0,LGA,3697.0,ILM,3845.0,Y,0,ERD
5778,AA,24.0,LGA,3697.0,LIT,3660.0,Y,0,CR7
5779,AA,24.0,LGA,3697.0,MIA,3576.0,,0,738
5780,AA,24.0,LGA,3697.0,ORD,3830.0,,0,738
5781,AA,24.0,LGA,3697.0,ORF,3611.0,Y,0,ERD
5782,AA,24.0,LGA,3697.0,PBI,3722.0,,0,738
5783,AA,24.0,LGA,3697.0,PHL,3752.0,,0,E90 DH3 319
5784,AA,24.0,LGA,3697.0,PIT,3570.0,Y,0,CRJ E75
5785,AA,24.0,LGA,3697.0,RDU,3626.0,Y,0,ERD CR7
5786,AA,24.0,LGA,3697.0,RIC,3608.0,Y,0,ERD
5787,AA,24.0,LGA,3697.0,ROA,4016.0,Y,0,ERD
5788,AA,24.0,LGA,3697.0,SDF,4014.0,Y,0,ERD
5789,AA,24.0,LGA,3697.0,STL,3678.0,Y,0,CR7
5790,AA,24.0,LGA,3697.0,TYS,3676.0,Y,0,ERD
5791,AA,24.0,LGA,3697.0,XNA,4356.0,Y,0,CR7
5792,AA,24.0,LGA,3697.0,YUL,146.0,Y,0,ERD
5793,AA,24.0,LGA,3697.0,YYZ,193.0,Y,0,CR7
6140,AA,24.0,MSP,3858.0,CLT,3876.0,,0,319 320 321
6141,AA,24.0,MSP,3858.0,DCA,3520.0,Y,0,E75 E70
6142,AA,24.0,MSP,3858.0,DFW,3670.0,,0,M80 M83 738
6143,AA,24.0,MSP,3858.0,MIA,3576.0,,0,738
6144,AA,24.0,MSP,3858.0,ORD,3830.0,Y,0,E75 CR7
6145,AA,24.0,MSP,3858.0,PHL,3752.0,,0,319 E90
6146,AA,24.0,MSP,3858.0,PHX,3462.0,,0,320 321 319
6226,AA,24.0,ORD,3830.0,ABQ,4019.0,Y,0,E75
6227,AA,24.0,ORD,3830.0,ALO,5718.0,Y,0,ERD
6228,AA,24.0,ORD,3830.0,AMM,2170.0,Y,0,340
6229,AA,24.0,ORD,3830.0,ART,3838.0,Y,0,ERD
6230,AA,24.0,ORD,3830.0,ATL,3682.0,Y,0,E75 CR7
6231,AA,24.0,ORD,3830.0,AUH,2179.0,Y,0,777
6232,AA,24.0,ORD,3830.0,AUS,3673.0,,0,M80 M83
6233,AA,24.0,ORD,3830.0,AZO,4039.0,Y,0,ER4 ERD
6234,AA,24.0,ORD,3830.0,BDL,3825.0,Y,0,ER4 E75
6235,AA,24.0,ORD,3830.0,BMI,4037.0,Y,0,ER4 ERD
6236,AA,24.0,ORD,3830.0,BNA,3690.0,Y,0,ER4 ERD CR7 E75
6237,AA,24.0,ORD,3830.0,BOS,3448.0,,0,738
6238,AA,24.0,ORD,3830.0,BUF,3820.0,Y,0,ER4 CR7 E75
6239,AA,24.0,ORD,3830.0,BWI,3849.0,Y,0,E75 ER4 CR7
6240,AA,24.0,ORD,3830.0,CDG,1382.0,,0,763
6241,AA,24.0,ORD,3830.0,CHA,3578.0,Y,0,ER4 ERD
6242,AA,24.0,ORD,3830.0,CHO,4015.0,Y,0,CRJ
6243,AA,24.0,ORD,3830.0,CID,4043.0,Y,0,ER4
6244,AA,24.0,ORD,3830.0,CLE,3486.0,Y,0,ER4 CR7 ERD
6245,AA,24.0,ORD,3830.0,CLT,3876.0,,0,321 320 E90 319
6246,AA,24.0,ORD,3830.0,CMH,3759.0,Y,0,ER4 CR7 ERD
6247,AA,24.0,ORD,3830.0,CMI,4049.0,Y,0,ER4 ERD
6248,AA,24.0,ORD,3830.0,COU,3719.0,Y,0,ER4 ERD
6249,AA,24.0,ORD,3830.0,CUN,1852.0,,0,738
6250,AA,24.0,ORD,3830.0,CVG,3488.0,Y,0,ER4
6251,AA,24.0,ORD,3830.0,CWA,4045.0,Y,0,ERD ER4
6252,AA,24.0,ORD,3830.0,DAY,3627.0,Y,0,ER4
6253,AA,24.0,ORD,3830.0,DBQ,4388.0,Y,0,ERD ER4
6254,AA,24.0,ORD,3830.0,DCA,3520.0,,0,738 M83 M80
6255,AA,24.0,ORD,3830.0,DEN,3751.0,,0,M80 M83
6256,AA,24.0,ORD,3830.0,DFW,3670.0,,0,M80 M83 738
6257,AA,24.0,ORD,3830.0,DOH,11051.0,,0,777
6258,AA,24.0,ORD,3830.0,DSM,3729.0,Y,0,ERD ER4 E75
6259,AA,24.0,ORD,3830.0,DTW,3645.0,Y,0,ERD E75 ER4 CR7
6260,AA,24.0,ORD,3830.0,DUB,599.0,,0,763
6261,AA,24.0,ORD,3830.0,DUS,345.0,,0,763
6262,AA,24.0,ORD,3830.0,ELP,3559.0,Y,0,E75
6263,AA,24.0,ORD,3830.0,EVV,4018.0,Y,0,ER4 ERD
6264,AA,24.0,ORD,3830.0,EWR,3494.0,Y,0,CR7 E75
6265,AA,24.0,ORD,3830.0,FAR,4292.0,Y,0,ER4
6266,AA,24.0,ORD,3830.0,FCO,1555.0,,0,763
6267,AA,24.0,ORD,3830.0,FLL,3533.0,,0,738
6268,AA,24.0,ORD,3830.0,FNT,4089.0,Y,0,ER4 ERD
6269,AA,24.0,ORD,3830.0,FSD,4009.0,Y,0,ER4 ERD
6270,AA,24.0,ORD,3830.0,FWA,4041.0,Y,0,ERD ER4
6271,AA,24.0,ORD,3830.0,GRB,3653.0,Y,0,ER4
6272,AA,24.0,ORD,3830.0,GRR,3685.0,Y,0,ER4 ERD
6273,AA,24.0,ORD,3830.0,HKG,3077.0,Y,0,773
6274,AA,24.0,ORD,3830.0,HPN,3589.0,Y,0,ERD
6275,AA,24.0,ORD,3830.0,HSV,4113.0,Y,0,ER4
6276,AA,24.0,ORD,3830.0,IAH,3550.0,Y,0,CR7
6277,AA,24.0,ORD,3830.0,ICT,3457.0,Y,0,CRJ
6278,AA,24.0,ORD,3830.0,IND,3585.0,Y,0,ER4 ERD E75 CR7
6279,AA,24.0,ORD,3830.0,JAX,3712.0,Y,0,ER4 CR7
6280,AA,24.0,ORD,3830.0,JFK,3797.0,,0,738
6281,AA,24.0,ORD,3830.0,LAS,3877.0,,0,M83 738
6282,AA,24.0,ORD,3830.0,LAX,3484.0,,0,738
6283,AA,24.0,ORD,3830.0,LEX,4017.0,Y,0,ERD ER4
6284,AA,24.0,ORD,3830.0,LGA,3697.0,,0,738
6285,AA,24.0,ORD,3830.0,LHR,507.0,,0,763 777
6286,AA,24.0,ORD,3830.0,LIT,3660.0,Y,0,ER4 CR7
6287,AA,24.0,ORD,3830.0,LSE,4044.0,Y,0,ER4 ERD
6288,AA,24.0,ORD,3830.0,MAD,1229.0,,0,330
6289,AA,24.0,ORD,3830.0,MAN,478.0,,0,763
6290,AA,24.0,ORD,3830.0,MBJ,1780.0,,0,738
6291,AA,24.0,ORD,3830.0,MCI,3458.0,Y,0,ER4 CR7 E75 ERD
6292,AA,24.0,ORD,3830.0,MCO,3878.0,,0,738 M83 M80
6293,AA,24.0,ORD,3830.0,MDT,3542.0,Y,0,ERD CR7
6294,AA,24.0,ORD,3830.0,MEM,3473.0,Y,0,CR7 ER4 ERD
6295,AA,24.0,ORD,3830.0,MEX,1824.0,,0,738
6296,AA,24.0,ORD,3830.0,MHK,4050.0,Y,0,ERD ER4
6297,AA,24.0,ORD,3830.0,MIA,3576.0,,0,738 763
6298,AA,24.0,ORD,3830.0,MKE,3717.0,Y,0,CRJ
6299,AA,24.0,ORD,3830.0,MLI,4072.0,Y,0,ERD ER4
6300,AA,24.0,ORD,3830.0,MQT,3675.0,Y,0,ER4
6301,AA,24.0,ORD,3830.0,MSN,3459.0,Y,0,ER4 ERD
6302,AA,24.0,ORD,3830.0,MSP,3858.0,Y,0,E75 CR7
6303,AA,24.0,ORD,3830.0,MSY,3861.0,Y,0,E75
6304,AA,24.0,ORD,3830.0,NRT,2279.0,,0,773 777
6305,AA,24.0,ORD,3830.0,OKC,3863.0,Y,0,ER4 CR7
6306,AA,24.0,ORD,3830.0,OMA,3454.0,Y,0,E75 ER4 CR7
6307,AA,24.0,ORD,3830.0,PBI,3722.0,,0,M83 738 M80
6308,AA,24.0,ORD,3830.0,PDX,3720.0,,0,738
6309,AA,24.0,ORD,3830.0,PEK,3364.0,,0,777
6310,AA,24.0,ORD,3830.0,PHL,3752.0,,0,320 321 319 E90
6311,AA,24.0,ORD,3830.0,PHX,3462.0,,0,321 738 M83 320 M80
6312,AA,24.0,ORD,3830.0,PIA,4046.0,Y,0,ER4 ERD
6313,AA,24.0,ORD,3830.0,PIT,3570.0,Y,0,E75 CR7 ER4
6314,AA,24.0,ORD,3830.0,PSP,3839.0,,0,M83
6315,AA,24.0,ORD,3830.0,PVG,3406.0,,0,777
6316,AA,24.0,ORD,3830.0,PVR,1836.0,,0,M83
6317,AA,24.0,ORD,3830.0,RDU,3626.0,,0,738 M80 M83
6318,AA,24.0,ORD,3830.0,RIC,3608.0,Y,0,ERD
6319,AA,24.0,ORD,3830.0,RNO,3807.0,,0,738
6320,AA,24.0,ORD,3830.0,ROC,3622.0,Y,0,ERD ER4
6321,AA,24.0,ORD,3830.0,RST,4048.0,Y,0,ERD ER4
6322,AA,24.0,ORD,3830.0,RSW,3793.0,,0,M80 738
6323,AA,24.0,ORD,3830.0,SAN,3731.0,,0,738
6324,AA,24.0,ORD,3830.0,SAT,3621.0,Y,0,CR7 E75
6325,AA,24.0,ORD,3830.0,SDF,4014.0,Y,0,ERD ER4 E75
6326,AA,24.0,ORD,3830.0,SEA,3577.0,,0,738
6327,AA,24.0,ORD,3830.0,SFO,3469.0,,0,738
6328,AA,24.0,ORD,3830.0,SGF,4348.0,Y,0,ERD ER4
6329,AA,24.0,ORD,3830.0,SJC,3748.0,,0,738
6330,AA,24.0,ORD,3830.0,SJD,1840.0,,0,M83 738
6331,AA,24.0,ORD,3830.0,SJU,2890.0,,0,738
6332,AA,24.0,ORD,3830.0,SLC,3536.0,Y,0,E75 CR7
6333,AA,24.0,ORD,3830.0,SNA,3867.0,,0,738
6334,AA,24.0,ORD,3830.0,STL,3678.0,,0,M80 M83 738
6335,AA,24.0,ORD,3830.0,SUX,3753.0,Y,0,ER4 ERD
6336,AA,24.0,ORD,3830.0,SYR,3745.0,Y,0,CR7 ER4
6337,AA,24.0,ORD,3830.0,TOL,4040.0,Y,0,ERD ER4
6338,AA,24.0,ORD,3830.0,TPA,3646.0,,0,M83 738 M80
6339,AA,24.0,ORD,3830.0,TUL,3855.0,,0,738
6340,AA,24.0,ORD,3830.0,TUS,3636.0,,0,M83 M80
6341,AA,24.0,ORD,3830.0,TVC,4023.0,Y,0,ERD ER4
6342,AA,24.0,ORD,3830.0,TXL,351.0,Y,0,330
6343,AA,24.0,ORD,3830.0,TYS,3676.0,Y,0,ERD ER4
6344,AA,24.0,ORD,3830.0,XNA,4356.0,Y,0,ER4 CR7 ERD
6345,AA,24.0,ORD,3830.0,YKF,79.0,Y,0,ER4 ERD
6346,AA,24.0,ORD,3830.0,YUL,146.0,Y,0,CRJ
6347,AA,24.0,ORD,3830.0,YVR,156.0,,0,737
6348,AA,24.0,ORD,3830.0,YYC,178.0,,0,737
6349,AA,24.0,ORD,3830.0,YYZ,193.0,Y,0,CR7 E75 ER4
7128,AB,214.0,DFW,3670.0,FRA,340.0,Y,0,777
7522,AB,214.0,ORD,3830.0,DUS,345.0,Y,0,763
7523,AB,214.0,ORD,3830.0,TXL,351.0,,0,332
7815,AC,330.0,ATL,3682.0,DEN,3751.0,Y,0,CR7
7816,AC,330.0,ATL,3682.0,YYZ,193.0,Y,0,CRA CRJ
7851,AC,330.0,CLT,3876.0,YYZ,193.0,Y,0,CRJ
7864,AC,330.0,DCA,3520.0,YOW,100.0,Y,0,CRJ
7865,AC,330.0,DCA,3520.0,YUL,146.0,Y,0,CRJ
7866,AC,330.0,DCA,3520.0,YYZ,193.0,,0,E75
7879,AC,330.0,DFW,3670.0,YYZ,193.0,,0,E75
7886,AC,330.0,DTW,3645.0,YYZ,193.0,Y,0,CRJ BEH
7900,AC,330.0,FLL,3533.0,YUL,146.0,,0,320
7901,AC,330.0,FLL,3533.0,YYZ,193.0,,0,320
7930,AC,330.0,IAH,3550.0,MSY,3861.0,Y,0,CR7 320 73G 738 E70 ERJ 319
7931,AC,330.0,IAH,3550.0,YEG,49.0,Y,0,738 320 737 319
7932,AC,330.0,IAH,3550.0,YUL,146.0,Y,0,E70
7933,AC,330.0,IAH,3550.0,YYC,178.0,Y,0,CRA 738 320 739
7934,AC,330.0,IAH,3550.0,YYZ,193.0,Y,0,CRA
7957,AC,330.0,LGA,3697.0,YOW,100.0,Y,0,CRJ
7958,AC,330.0,LGA,3697.0,YUL,146.0,,0,E75
7959,AC,330.0,LGA,3697.0,YYZ,193.0,,0,E90 E75
7982,AC,330.0,MSP,3858.0,YYZ,193.0,Y,0,CRA CRJ
8001,AC,330.0,ORD,3830.0,MSY,3861.0,Y,0,320 CR7 ERJ 319
8002,AC,330.0,ORD,3830.0,YEG,49.0,Y,0,E70 CR7
8003,AC,330.0,ORD,3830.0,YHZ,73.0,Y,0,ERJ
8004,AC,330.0,ORD,3830.0,YOW,100.0,Y,0,ERJ E70
8005,AC,330.0,ORD,3830.0,YQB,111.0,Y,0,ERJ
8006,AC,330.0,ORD,3830.0,YQR,120.0,Y,0,CRJ
8007,AC,330.0,ORD,3830.0,YUL,146.0,,0,E75
8008,AC,330.0,ORD,3830.0,YVR,156.0,Y,0,319 320 739 737 738
8009,AC,330.0,ORD,3830.0,YWG,160.0,Y,0,ERJ CRJ
8010,AC,330.0,ORD,3830.0,YXU,174.0,Y,0,CRJ
8011,AC,330.0,ORD,3830.0,YYC,178.0,Y,0,CR7 737
8012,AC,330.0,ORD,3830.0,YYZ,193.0,,0,E75
9015,AF,137.0,ATL,3682.0,ABE,4355.0,Y,0,717
9016,AF,137.0,ATL,3682.0,ABQ,4019.0,Y,0,757
9017,AF,137.0,ATL,3682.0,ABY,5715.0,Y,0,CRJ
9018,AF,137.0,ATL,3682.0,AEX,3852.0,Y,0,CRJ CR9
9019,AF,137.0,ATL,3682.0,AGS,3658.0,Y,0,CRJ M88 717
9020,AF,137.0,ATL,3682.0,ALB,3864.0,Y,0,M88
9021,AF,137.0,ATL,3682.0,ATW,4047.0,Y,0,CR9
9022,AF,137.0,ATL,3682.0,AUS,3673.0,Y,0,M90 M88
9023,AF,137.0,ATL,3682.0,AVL,4007.0,Y,0,CRJ M88
9024,AF,137.0,ATL,3682.0,AVP,4286.0,Y,0,CR7
9025,AF,137.0,ATL,3682.0,BDL,3825.0,Y,0,M88 73W
9026,AF,137.0,ATL,3682.0,BHM,3811.0,Y,0,M88
9027,AF,137.0,ATL,3682.0,BMI,4037.0,Y,0,CR7 CR9
9028,AF,137.0,ATL,3682.0,BNA,3690.0,Y,0,M88 319 738 73H 717 320
9029,AF,137.0,ATL,3682.0,BOS,3448.0,Y,0,M90 757 320 738 319
9030,AF,137.0,ATL,3682.0,BQK,5725.0,Y,0,CRJ
9031,AF,137.0,ATL,3682.0,BRU,302.0,Y,0,76W
9032,AF,137.0,ATL,3682.0,BTR,3846.0,Y,0,CR7 CRJ 319 CR9
9033,AF,137.0,ATL,3682.0,BTV,3711.0,Y,0,CR9
9034,AF,137.0,ATL,3682.0,BUF,3820.0,Y,0,M90 M88
9035,AF,137.0,ATL,3682.0,BWI,3849.0,Y,0,M90 757 320
9036,AF,137.0,ATL,3682.0,CAE,3561.0,Y,0,M88 CRJ 319 717
9037,AF,137.0,ATL,3682.0,CAK,4112.0,Y,0,M88
9038,AF,137.0,ATL,3682.0,CDG,1382.0,,0,77W 744 772 74Y
9039,AF,137.0,ATL,3682.0,CHA,3578.0,Y,0,CRJ M88
9040,AF,137.0,ATL,3682.0,CHO,4015.0,Y,0,CRJ
9041,AF,137.0,ATL,3682.0,CHS,3806.0,Y,0,320 M88 73W 717 319
9042,AF,137.0,ATL,3682.0,CID,4043.0,Y,0,CRJ
9043,AF,137.0,ATL,3682.0,CLE,3486.0,Y,0,717 CR9
9044,AF,137.0,ATL,3682.0,CLT,3876.0,Y,0,M90 M88 319
9045,AF,137.0,ATL,3682.0,CMH,3759.0,Y,0,73W M88 738
9046,AF,137.0,ATL,3682.0,COS,3819.0,Y,0,738
9047,AF,137.0,ATL,3682.0,CRW,4285.0,Y,0,CRJ 319
9048,AF,137.0,ATL,3682.0,CSG,4255.0,Y,0,CRJ
9049,AF,137.0,ATL,3682.0,CUN,1852.0,Y,0,M88
9050,AF,137.0,ATL,3682.0,CVG,3488.0,Y,0,738 M88 319
9051,AF,137.0,ATL,3682.0,CZM,1800.0,Y,0,M88
9052,AF,137.0,ATL,3682.0,DAB,3950.0,Y,0,M90
9053,AF,137.0,ATL,3682.0,DAL,3502.0,Y,0,CRJ
9054,AF,137.0,ATL,3682.0,DAY,3627.0,Y,0,M88
9055,AF,137.0,ATL,3682.0,DCA,3520.0,Y,0,M88 M90 320
9056,AF,137.0,ATL,3682.0,DEN,3751.0,Y,0,M90 757 738
9057,AF,137.0,ATL,3682.0,DFW,3670.0,Y,0,M88 319
9058,AF,137.0,ATL,3682.0,DHN,3739.0,Y,0,CRJ
9059,AF,137.0,ATL,3682.0,DSM,3729.0,Y,0,M88
9060,AF,137.0,ATL,3682.0,DTW,3645.0,Y,0,M88 M90 757
9061,AF,137.0,ATL,3682.0,DUB,599.0,Y,0,76W
9062,AF,137.0,ATL,3682.0,DUS,345.0,Y,0,76W
9063,AF,137.0,ATL,3682.0,ECP,7669.0,Y,0,717 M88
9064,AF,137.0,ATL,3682.0,ELP,3559.0,Y,0,M88
9065,AF,137.0,ATL,3682.0,EVV,4018.0,Y,0,CRJ
9066,AF,137.0,ATL,3682.0,EWN,3730.0,Y,0,CRJ
9067,AF,137.0,ATL,3682.0,EWR,3494.0,Y,0,717
9068,AF,137.0,ATL,3682.0,EYW,3875.0,Y,0,73W CR7
9069,AF,137.0,ATL,3682.0,FAY,5738.0,Y,0,CRJ 73W
9070,AF,137.0,ATL,3682.0,FCO,1555.0,Y,0,333
9071,AF,137.0,ATL,3682.0,FLL,3533.0,Y,0,757 M90
9072,AF,137.0,ATL,3682.0,FNT,4089.0,Y,0,M88
9073,AF,137.0,ATL,3682.0,FRA,340.0,Y,0,764
9074,AF,137.0,ATL,3682.0,FSM,3437.0,Y,0,CRJ
9075,AF,137.0,ATL,3682.0,FWA,4041.0,Y,0,CRJ
9076,AF,137.0,ATL,3682.0,GDL,1804.0,Y,0,320
9077,AF,137.0,ATL,3682.0,GNV,3472.0,Y,0,CR9 717 CR7
9078,AF,137.0,ATL,3682.0,GPT,4038.0,Y,0,M88 CR7 CRJ
9079,AF,137.0,ATL,3682.0,GRB,3653.0,Y,0,CR7
9080,AF,137.0,ATL,3682.0,GRK,3775.0,Y,0,CR9
9081,AF,137.0,ATL,3682.0,GRR,3685.0,Y,0,M88 320
9082,AF,137.0,ATL,3682.0,GSO,4008.0,Y,0,M88 320 319
9083,AF,137.0,ATL,3682.0,GSP,4034.0,Y,0,CR7 319 M88 717 CRJ
9084,AF,137.0,ATL,3682.0,GTR,4273.0,Y,0,CRJ
9085,AF,137.0,ATL,3682.0,HPN,3589.0,Y,0,CR7
9086,AF,137.0,ATL,3682.0,HSV,4113.0,Y,0,717 M88 CRJ
9087,AF,137.0,ATL,3682.0,IAD,3714.0,Y,0,320 M88
9088,AF,137.0,ATL,3682.0,IAH,3550.0,Y,0,M88 717 320 319
9089,AF,137.0,ATL,3682.0,ICT,3457.0,Y,0,CR9 M88
9090,AF,137.0,ATL,3682.0,ILM,3845.0,Y,0,CRJ 319
9091,AF,137.0,ATL,3682.0,IND,3585.0,Y,0,320 M88 M90
9092,AF,137.0,ATL,3682.0,JAN,3580.0,Y,0,717 CR9 M88 CRJ
9093,AF,137.0,ATL,3682.0,JAX,3712.0,Y,0,757
9094,AF,137.0,ATL,3682.0,JFK,3797.0,Y,0,319 752 M88 738
9095,AF,137.0,ATL,3682.0,LAS,3877.0,Y,0,757 753
9096,AF,137.0,ATL,3682.0,LAX,3484.0,Y,0,76W 763 757 739
